0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-8.977602258925216,4.154596543055973,-0.26453894451677895,-4.866431190861516,11.47471907824913,-1.3140583234131011,-3.7748887880114745,10.65562725448836,-6.855189425891325,2.812963777821227,-3.3621603301485674,-10.001900765821585,0.3261574166858737,-4.854096959984208,8.908422338898552,-4.605966164128713,8.18502438923412,-4.977282840621735,-6.2046153692747765,1.287912411444929
12.313199378213612,-2.878145367256863,-5.426787684672003,-7.32653350851469,-7.179317956754351,2.360044673461276,7.1525624950280235,10.225545296529349,4.350565490323546,-4.963299124868571,0.15467565002276418,-2.80015094608016,3.4180314469253545,0.42205531284643527,5.0912570664484775,6.366256586004128,0.12296479902109358,1.1117261357514394,1.6346126596068222,-6.51018433969004
10.338149845011213,-4.834840517920462,-3.8892611417316996,-5.9478883497001025,-8.172535395114746,1.356076062802551,11.169745086342314,11.557607517918182,3.195062306348005,-9.663390007787024,3.5039196677540208,-8.39465265585394,4.240358182237405,6.260147194129617,4.0382779880670014,9.246936132666756,-2.8107556800042373,8.67497848640123,-0.43315769430928475,-3.0243668647231763
-7.060608338577864,2.3077579486323154,4.111616076976153,4.504780961929477,-2.0167642860956096,6.128933929679539,-6.9685932391885,-3.0244290814798687,-0.16993487680149455,-10.694746331920765,4.31546011113257,-0.6182510315369212,-9.141730593267981,-1.8538448873277569,10.485353033883348,-1.004963820458153,-10.085002694416257,12.121778755030387,2.367065374731876,-2.920636367867721
-1.2584242033513606,4.165346023017945,-1.447068421928821,5.786928276495524,8.53545193451206,7.6303584273977725,-10.580078270982078,0.3145541505417085,-2.6956795976939385,-7.355771351205121,-6.871594862125456,-4.115949631170193,0.3252333882784664,-8.951233518605024,6.8605075674909965,-0.6317099348695709,-9.440250643823843,-6.612288342305012,0.3721366293601811,-1.6528239319599947
-6.5878085401711335,1.1818861509669,0.3559454437669304,5.385589708712378,-2.9070756258855153,9.744699872743823,-4.076910622419552,-3.753311112115456,5.292113960595372,-11.002485864647216,1.8534036173376733,2.8266556951369743,-9.940762768926575,-1.2093524530874222,9.09654608848951,-2.3922084497556217,-8.123248911419264,3.5824522038976108,0.8539756564346915,-6.086566944528946
-1.687861157143943,-1.389330649136891,6.796934309231401,-0.11209251646159146,-0.7875121365260982,1.76923224269412,7.016519557182452,4.145572181527909,4.953395974327805,-8.999065023956662,-10.350177934623746,-7.635777565973282,-7.716967177099974,3.542434135705896,-6.30715016579728,-1.5897349340698081,-0.45828485353502124,8.95558749095589,3.7043072703664452,-0.9109161494263724
-9.61437816897031,2.683120686740926,-0.1512556553353792,-5.582360707100076,7.626028580515571,-2.008681093920301,-8.632814695393153,9.132012171106203,-7.465346387132281,-1.1612676202162555,-2.7201480608869133,-6.868370145972431,3.9268744137982194,-3.5084341179470995,10.169698049141015,-10.118994242672311,8.483086130924901,-0.9147655051554318,-5.35369242627523,4.367492916605521
-1.6620180784452447,-1.445852218945599,0.40079226127955137,-3.061878120122957,9.849808768212213,-3.2834277900167637,-8.313211007662614,8.26131773886077,-8.309560372000739,2.7301108815143964,-0.24371919513772777,-10.036309508764345,2.5410460574168816,-4.539545660487528,11.495846749327132,-4.749651127577717,6.320211792656625,-1.3675032143249557,-3.101238541629135,2.6389598582524223
12.971990601723913,-3.0226650888671767,-4.272485217343732,-6.867710101204057,-7.618976896336656,2.170053380607821,4.954422217725574,8.591193133468304,4.905759064176187,-4.95621409940413,0.402096552731568,-8.436604868735708,4.676122578885018,1.41063184283696,6.4241128467017266,6.7561577499955465,0.48005244328075336,4.792044080168776,5.604967541348065,-2.4643592240681684
7.668590835160458,-4.9142175975867595,-2.0721627008837165,-6.180480237652698,-5.914307334166199,-1.5202832284291303,5.364341299600566,8.604653798104508,2.5036658366595317,-5.658150478027457,1.258935709396267,-6.810676310884828,0.8563364700877782,-0.9421353002833355,2.5208238241328735,9.948943630390415,1.2518738546798716,2.0772082937694685,2.847719670474161,-5.365650139552921
